,Unnamed: 0,prompt,completion
1014,1014,,Donde estas?
1015,1015,,Almuerzo x favor
1016,1016,,nan
1017,1017,,Te levantas muy tarde
1018,1018,,nan
1019,1019,,Se informa hijo bendiciones
1020,1020,,Hijo cómo te acabo ver ir?? de ir quedé muy preocupada pero yo pensé que hoy no madrugadas x la hora en q te levantaste cuentame
1021,1021,,A qué horas llegaste??
1022,1022,,Hijo debes madrugar
1023,1023,,Hoy te levantaste alas 6 y querías estar a las 7 en la u imposible jajaja hoy te recogemos ok tqm por favor come las onces vas a ir a la casa a almorzar?? la pereza
1024,1024,,Ok u luego te vas en uber es mejor hijo juanesito muchas bendiciones
1025,1025,,Te recogemos
1026,1026,,??
1027,1027,,Y sabiduría a qué horas??
1028,1028,,nan
1029,1029,,"Muchas bendiciones juanesito. son tres cosas las que vas a entregar en mora verde: las llaves, la rejilla del sifón que están en tu morral y los 4 cojines que están en el baúl del carro. saludos. te recogemos?? podemos salir ya estamos en alkosto confirma ya vamos x ti ok"
1030,1030,,Ah ok nos avisas para recogerte estamos en home center
1031,1031,,Que belleza hijo
1032,1032,,De dónde lo sacaste??
1033,1033,,Así eras peque
1034,1034,,Hermosísimo y gordito jajaja
1035,1035,,Y ese brabuvon ?? jajaja
1036,1036,,Donde estas hijo ? cómo te fue hoy??
1037,1037,,Juanesito donde estas ?? te estás mojando??
1038,1038,,Entonces
1039,1039,,Y esta lloviendo?? cuenta
1040,1040,,Pero te vas a lavar
1041,1041,,Ok para quee necesitas?
1042,1042,,Me llamaste no??
1043,1043,,En qué vas??
1044,1044,,"Ojalá llegues pronto te deje almuerzo porque jehová da la sabiduría, y de su boca viene el conocimiento y la inteligencia. el provee de sana sabiduría a los rectos; es escudo a los que caminan rectamente. rbios 2:6-7 adquiere sabiduría, adquiere inteligencia; no te olvides ni te apartes de las razones de mi boca; no la dejes, y ella te guardará; amala, y te conservará. sabiduría ante todo; adquiere sabiduría; y sobre todas tus posesiones adquiere inteligencia. engrandécela, y ella te engrandecerá; ella te honrará, cuando tú la hayas abrazado. adorno de gracia dará a tu cabeza; corona de hermosura te entregará. oye, hijo mío, y recibe mis razones, y se te multiplicarán años de vida. por el camino de la sabiduría te he encaminado, y por veredas derechas te he hecho andar. cuando anduvieres, no se estrecharán tus pasos, y si corrieres, no tropezarás. retén el consejo, no lo dejes; guárdalo, porque eso es tu vida. rbios 4:5-13 pero la sabiduría que es de lo alto es primeramente pura, después pacífica, amable, benigna, llena de misericordia y de buenos frutos, sin incertidumbre ni hipocresía. ago 3:17"
1045,1045,,nan
1046,1046,,nan
1047,1047,,Juanesito una pregunta tienes efectivo en el apto x ahi$50 mil??? para no salir a sacar plata oye contesta juanes oye contesta
1048,1048,,Listo mi vida
1049,1049,,Que???
1050,1050,,nan
1051,1051,,Macdonald de donde??? cómo así cuál servicio?? no entiendo
1052,1052,,Si pero cuál servic servicio
1053,1053,,Ahhhhh ok
1054,1054,,Dijo que si que llegarás ok
1055,1055,,Dónde vienes!? ok
1056,1056,,Te esperamos
1057,1057,,Aquí hablamos
1058,1058,,nan
1059,1059,,Cómo estás
1060,1060,,Me parece muy bien hijito ya voy para allá
1061,1061,,nan
1062,1062,,Cómo así hijo???
1063,1063,,Que pasó??? y entonces
1064,1064,,Que hacemos??
1065,1065,,Hijo no yo no sé nada senti
1066,1066,,Peto que vas a hacer??
1067,1067,,Tu tío lo revisa
1068,1068,,Y entonces
1069,1069,,Dios mio que angustia
1070,1070,,Será que está sin batería
1071,1071,,Pero ya lo ensayadte en otra toma
1072,1072,,Juanes no será la toma a la que está conectado revisa x favor
1073,1073,,Hijo ensaya en otro lado me cuentas ok 1
1074,1074,,Llama a tu tio para ver cómo te ilumina llámalo
1075,1075,,Me cuentas ok
1076,1076,,Me equivoqué hijo era otra noticia
1077,1077,,"Está imteresante que si confesares con tu boca que jesús es el señor, y creyeres en tu corazón que dios le levantó de los muertos, serás salvo. porque con el corazón se cree para justicia, pero con la boca se confiesa para salvación. pues la escritura dice: todo aquel que en él creyere, no será avergonzado. os 10:9-11 por lo cual estoy seguro de que ni la muerte, ni la vida, ni ángeles, ni principados, ni potestades, ni lo presente, ni lo por venir, ni lo alto, ni lo profundo, ni ninguna otra cosa creada nos podrá separar del amor de dios, que es en cristo jesús señor nuestro. os 8:38-39"
1078,1078,,Hijo coge un uber cuando salgas ok
1079,1079,,Noooo
1080,1080,,Tienes que pedir
1081,1081,,nan
1082,1082,,Donde estas ??
1083,1083,,Hay arroz atún no hijo doo x hoy solo
1084,1084,,Mañana te dejo ahora te llamo vas para el apto??
1085,1085,,Vas para el apto ya te llamo pide almuerzo de una mi vida
1086,1086,,"Merceditas, esto es para que le envíes a tu hijito, y en la noche me puedo comunicar con él? hola mamá. puedes ayudarme a comprar algo? quiero hacer una inversión con una compañía, pero está restringida en américa. esta empresa está utilizando un algoritmo para anunciar empresas en internet en tiempo real con cero interacción humana. el mercado publicitario es enorme y quiero invertir en la compañía antes de que explote. la oferta inicial de monedas comienza en 6 días, así que necesito descubrir cómo enviarle el dinero. mil gracias mi mercedes un abrazo"
1087,1087,,Hola almorzaste?? que dices??
1088,1088,,Donde annete taylor creo q es asi
1089,1089,,Ok
1090,1090,,Ya estás en el apto??
1091,1091,,Dónde ?? u??
1092,1092,,Ok cuando llegues llámame para lo de sonia ok guarda el celular cuidate ok
1093,1093,,nan
1094,1094,,Juanesito ya estás en el apto?? es para que llames a sonia para lo de la cuenta que hay que abrir para salir de eso me cuentas x favor
1095,1095,,Ok mi amor donde estas?? estaba preocupada no me contestabas
1096,1096,,Ok deberías hablar con sonia de una vez
1097,1097,,Ah ok entonces x la noche le marcas
1098,1098,,Juanes tan pronto te desocupes llámame urgente ok ok
1099,1099,,Llamame
1100,1100,,Es que sonia me dijo que puede ir hoy al apto yo no quiero hoy xq no está arreglado prefiero mañana entonces le dije que tú hoy llegabas muy tarde de la u y ella quiere saber si para el sábado no es muy tarde para hacer la inversión la podrías llamar más tarde y aclarar todo x favor
1101,1101,,Le dice w para el sábado
1102,1102,,Ella está extremadamente preocupada x el tiempo
1103,1103,,Debes llamarla
1104,1104,,Ayúdame x favor
1105,1105,,Dile edo
1106,1106,,Eso me dijiste ayer y te echaste a dormir
1107,1107,,Ok voy a volver a creer en ti
1108,1108,,Ya tranquilizador a sonia u le dijiste que el sábado acuérdate que yo le dije que hoy no podías juanes ya estás en el apto??
1109,1109,,Para llamar a sonia hijo
1110,1110,,Yyy cuenta
1111,1111,,Portafolio: crean la asociación blockchain en el país. //www.portafolio.co/tendencias/crean-la-asociacion-blockchain-en-el-pais-517186 rtido a través de google noticias
1112,1112,,"Y eso?? mi nombre es juan pablo barrera, soy ingeniero radicado en bogotá. hoy jueves 17 de mayo miré el noticiero en la noche y pude ver al gerente de epm dando la noticia al país que existe la posibilidad que el muro principal de hidroituango falle debido a la cantidad de agua que podría socavar su base. debido a mis conocimientos de ingenieria puedo vislumbrar la gravedad de este asunto y en mi propia experiencia como ingeniero cuando he tenido que enfrentar las preocupaciones propias de mi profesión pude ver en el rostro del gerente de epm (y me imagino de muchos que se encuentran en esta obra ) la gran carga y tensión debido a las proporciones de esta mega obra. como cristiano mi primera intención fue orar y el señor me movió a orar con misericordia por todos los de la obra y por todos los habitantes de esta región. creo que es nuestra obligación como cristianos utilizar el poder que hay en nuestra oración para impedir que esto se convierta en una muy grande catástrofe. pedí en oración que las nubes que están abasteciendo con lluvia toda la cuenca del río cauca por detrás de la presa sean movidas y cese la lluvia que aumenta el caudal y que está aumentando la carga sobre el muro. se que el señor al que servimos es poderoso y para el esto no es difícil. simplemente pido apoyo en esta oración específica y que todo esto sirva para la gloria y honra de nuestro señor jesucristo. por favor reenvíalo a todos aquellos que tú consideras cristianos. así estoy"
1113,1113,,Dime
1114,1114,,Rtido a través de google noticias
1115,1115,,Dime
1116,1116,,La burra de la casa
1117,1117,,No me compres
1118,1118,,nan
1119,1119,,No te preocupes cuidate bendiciones ve y dale patadas a laura
1120,1120,,Si no te hagas que debes estar riéndote
1121,1121,,Y la clases?? cuidate vve
1122,1122,,Hijo y ya terminaste tan rápido
1123,1123,,?m
1124,1124,,Y que vas a hacer!??
1125,1125,,Vete para la universidad de la sábana ahí están tu papá y tu abuelo a qué horas te va a recogerte??
1126,1126,,Si esperarlo come algo
1127,1127,,nan
1128,1128,,Muy lindos rtido a través de google noticias juanesito
1129,1129,,Sonia me lo acabó de enviar y ??
1130,1130,,Todo quedó ok??
1131,1131,,Ok cuando hablaste con ella??
1132,1132,,Ah listo y todo bien??
1133,1133,,Ok mi amor cuidate bendiciones
1134,1134,,Juanesito necesito los datos de la conferencia unos amigos van a ir urgente
1135,1135,,Que auditor
1136,1136,,nan
1137,1137,,"Ok mi amor juanesito amor no te vayas a angustiar, pero mi cédula está dentro del carro ven cuando termines lo antes posible ok estoy en un salón esperando a ver si me toca o no ser jurado rtido a través de google noticias rtido a través de google noticias hijo no me olvides revisa el primer mensaje"
1138,1138,,Si hijo mesa 23 me gane la rifa todo el dia
1139,1139,,nan
1140,1140,,Preciso y tanto chino
1141,1141,,Hasta q entreguemos mesa por ahí 6 si
1142,1142,,Maneja tranquilo jajaja
1143,1143,,Restringido celular
1144,1144,,nan
1145,1145,,Como te fue??? pudiste psrquaer faci fácil? cuéntame hijo
1146,1146,,nan
1147,1147,,Cuidate juanesito me llamas x fa
1148,1148,,Rtido a través de google noticias dinero: ¿podrán pensionarse los jóvenes?. rtido a través de google noticias el colombiano: alerta mundial por virus que atacaría routers. rtido a través de google noticias dinero: ¿podrán pensionarse los jóvenes?. rtido a través de google noticias
1149,1149,,No en 15 minutos voy apenas x ti papá
1150,1150,,"Portafolio: nace un nuevo producto para facilitar la inclusión financiera. //www.portafolio.co/mis-finanzas/nace-un-nuevo-producto-para-facilitar-la-inclusion-financiera-517716 rtido a través de google noticias el español: esta es la carne que no debes comer si pretendes mantenerte en forma. rtido a través de google noticias diariobitcoin: athena instala un nuevo cajero automático de criptomonedas en la ciudad de bogotá. rtido a través de google noticias xataka: si operas con criptomonedas, atento: si cambias de una cripto a otra ganando te tocará pagar a hacienda. rtido a través de google noticias"
1151,1151,,Donde vienes mira la hora señor
1152,1152,,Todavía no te mandas solo
1153,1153,,nan
1154,1154,,Magia es la que voy a hacer contigo sino llegas ya
1155,1155,,No me convences o sacas tus chirod u te largas
1156,1156,,Juanes no me jodas donde estas o te alistó los chicos??
1157,1157,,Y que haz comido te recogemos?? juanesito contesta
1158,1158,,Ok
1159,1159,,Diariobitcoin: experto david battaglia ofrece sus recomendaciones para hacer trading con criptomonedas. rtido a través de google noticias
1160,1160,,No se los voy a llamar ok
1161,1161,,Cuál??? muchacha
1162,1162,,Sopita arroz y carne juanes donde estas te demoras contesta nos tienes preocupado s
1163,1163,,A qué horas viebes?) en uber x favor es tarde
1164,1164,,Listo
1165,1165,,Avisas con tiempo ok
1166,1166,,"Rtido a través de google noticias por lo demás, hermanos míos, fortaleceos en el señor, y en el poder de su fuerza. vestíos de toda la armadura de dios, para que podáis estar firmes contra las asechanzas del diablo. porque no tenemos lucha contra sangre y carne, sino contra principados, contra potestades, contra los gobernadores de las tinieblas de este siglo, contra huestes espirituales de maldad en las regiones celestes. por tanto, tomad toda la armadura de dios, para que podáis resistir en el día malo, y habiendo acabado todo, estar firmes. estad, pues, firmes, ceñidos vuestros lomos con la verdad, y vestidos con la coraza de justicia, y calzados los pies con el apresto del evangelio de la paz. sobre todo, tomad el escudo de la fe, con que podáis apagar todos los dardos de fuego del maligno. y tomad el yelmo de la salvación, y la espada del espíritu, que es la palabra de dios; orando en todo tiempo con toda oración y súplica en el espíritu, y velando en ello con toda perseverancia y súplica por todos los santos; os 6:10-18"
1167,1167,,Yo también estoy en metro si
1168,1168,,Vamos a salir de la sala 7 donde estas?? nos encontramos??
1169,1169,,Ya salimos
1170,1170,,Espera bbc mundo: quiénes son los misteriosos escoltas de traje y corbata que corren al lado de la limusina de kim jong-un. rtido a través de google noticias ceci me cortaron el celular me ayuda x favor no la puedo llamar urgente
1171,1171,,Marcame
1172,1172,,Tú tía ya está pagando
1173,1173,,Rtido a través de google noticias te estoy esperando para que me limpies la estufa te parece justo juanes??? regaste aceite por toda parte hasta en las paredes
1174,1174,,No es correcto no justo que yo u me hagas esto
1175,1175,,Estoy furiosa contigo
1176,1176,,nan
1177,1177,,Juanes en todo?? donde estas ?? te espero para que la limpies ok yo no voy a hacer nada con esa estufa así
1178,1178,,Ahí te la dejo a qué horas vienes?
1179,1179,,Pero x supuesto que limpias
1180,1180,,Como así??
1181,1181,,A qué horas??? ok te madrugó a levantar a la hora q yo me levanto 4 am sin dolor juanes te lo juro pero nunca más te permito este abuso
1182,1182,,nan
1183,1183,,nan
1184,1184,,Muestra fotos joven almorzaste??
1185,1185,,Muestra
1186,1186,,Cslientalo en bajo y como a qué horas señor??
1187,1187,,nan
1188,1188,,El tiempo: hombre desesperado por elecciones puso tutela contra duque y petro. rtido a través de google noticias hijo ya?
1189,1189,,Y avisas para recogerte en la 57 ok
1190,1190,,Avisas
1191,1191,,Diariobitcoin: hackers robaron usd $ 20 millones de ethereum. rtido a través de google noticias publimetro colombia: ed sheeran y cardi b lideran las nominaciones a los teen choice awards. ://www.publimetro.co/co/entretenimiento/2018/06/14/ed-sheeran-y-cardi-b-lideran-las-nominaciones-a-los-teen-choice-awards.html rtido a través de google noticias
1192,1192,,Publimetro colombia: ed sheeran y cardi b lideran las nominaciones a los teen choice awards. ://www.publimetro.co/co/entretenimiento/2018/06/14/ed-sheeran-y-cardi-b-lideran-las-nominaciones-a-los-teen-choice-awards.html rtido a través de google noticias
1193,1193,,Claro que sí hijo
1194,1194,,"Ok semana: la felicidad en las etapas de la vida. semana: 10 razones para votar o no por gustavo petro. *análisis crudo y real de juan gossain, de lo que fueron las elecciones legislativas 2018*                                     buenos días, colombianos. espertamos con una buena noticia: no seremos venezuela. seguiremos siendo, por los siglos de los siglos amén, la colombia desigual y corrupta que hemos sido siempre, ese país en donde al partido más bandido lo premiamos ayer doblándole su participación y poder en el congreso; ese país en donde la mayor votación al senado la sacó quien habla de tú a tú con paracos y urde componendas con ellos, quien tiene más de 300 investigaciones encima como cualquier criminal que se respete (investigaciones que van desde fabricación de testigos hasta masacres de lesa humanidad), quien despotrica de las instituciones del estado y quien ha hecho todo para acabarlas. olombia despierta sabiéndose y aceptándose ser un país pobre y desigual de derecha. todo un exabrupto. remos siendo colombia, gracias a dios. _juan gossaín_ quieres hacer este curso en vacaciones?? solo dura 5 sábados 4 sábado s"
1195,1195,,W radio: lamento que el país haya escogido el pasado y el retorno de álvaro uribe: antonio sanguino. juanes tenemos que madrugar con tu papá y el costo vdel parqueadero ya es suficiente por favor ten consideración
1196,1196,,nan
1197,1197,,Teléfono del cobalt
1198,1198,,Dime si
1199,1199,,Estaba en la cirugía de los ojos voy llegando
1200,1200,,No te afanes
1201,1201,,Voy a ir al centro comercial y voy para allá sola como el perro
1202,1202,,Casi no veo mentiras estoy con tu tía ceci yo te escribiendo jajajaja nos vemos alla
1203,1203,,Chao juanes tu mamá no ve
1204,1204,,Ahora nos vemos
1205,1205,,Hace como 1 hora o 45 minutos
1206,1206,,nan
1207,1207,,Blu radio: jueces y magistrados liderarán campaña por la abstención en consulta anticorrupción | blu radio.
1208,1208,,Ya llegué te espero portafolio.co: ¿jornadas laborales cortas para aumentar la productividad?. //www.portafolio.co/economia/empleo/jornadas-laborales-cortas-para-aumentar-la-productividad-518491 ceci pero los chicos saben ya hablaron???
1209,1209,,Calienta el arroz hijo a fuego lento
1210,1210,,Que delicia
1211,1211,,Escríbele o llama a tu tía para que le den las gracias ok bonos cineco para cinee dieron 2
1212,1212,,Hijo coge uber para ir a la cita con el ortopedista ok juanesito no olvides la radiografía
1213,1213,,"El colombiano: se recuperó el ahorro pensional, pero no en los fondos moderados."
1214,1214,,Jajaja genial no??
1215,1215,,"Y ahora permanecen la fe, la esperanza y el amor, estos tres; pero el mayor de ellos es el amor. intios 13:13"
1216,1216,,Xq
1217,1217,,Cuál fila??
1218,1218,,Y entonces ??
1219,1219,,nan
1220,1220,,Hijo ten cuidado con el celular
1221,1221,,nan
1222,1222,,Juanesito me llamas cuando llegues ok
1223,1223,,Cuidate mucho vete en un uber ok bendiciones
1224,1224,,Si de una no te preocupes
1225,1225,,Pídelo
1226,1226,,Ok y te devuelves en uber también ok
1227,1227,,Autoriza
1228,1228,,nan
1229,1229,,nan
1230,1230,,Oye cómo estás
1231,1231,,Dónde andas
1232,1232,,Y hasta qué horas??
1233,1233,,Está lloviendo
1234,1234,,100 con 25
1235,1235,,Vamos para el apto
1236,1236,,Batallon
1237,1237,,Averiguando
1238,1238,,Tú papá ahí te cuenta
1239,1239,,Y con quién estás llama un uber hijo
1240,1240,,Y yo preocupa da
1241,1241,,X q no me habías dicho
1242,1242,,Yo pensaba salirme con una sombrilla a recoger te a buscarte
1243,1243,,Donde van??
1244,1244,,Porque?? dime dónde estás??
1245,1245,,Hijo en que?? guarda ese celular
1246,1246,,Te recogemos ya??
1247,1247,,Y podrías coger un uber?
1248,1248,,Mejor de una aquí te lo pago dale esuy tarde
1249,1249,,Dime
1250,1250,,Ok listo
1251,1251,,Ok cuidado
1252,1252,,Ok guarda el celular
1253,1253,,Ya salimos ten cuidado guarda el celular
1254,1254,,nan
1255,1255,,nan
1256,1256,,nan
1257,1257,,W radio: denuncian estafa de fondos privados de pensiones.
1258,1258,,nan
1259,1259,,Juanes x favor cuídate a que horas vienes??
1260,1260,,Guarda ese celular
1261,1261,,Nos estás llamando ok no te me pierdas
1262,1262,,Guarda celular
1263,1263,,Por favor
1264,1264,,Guarda ok
1265,1265,,Ok
1266,1266,,Aweita: 10 mejores páginas para descargar música gratis y legal. ://aweita.larepublica.pe/cooltura/1276262-10-paginas-descargar-musica-mp3-gratis-youtube diariobitcoin: universidad austral abre curso online en español gratis sobre blockchain a través de coursera.
1267,1267,,Ya almorzaste
1268,1268,,nan
1269,1269,,Dime hijo
1270,1270,,Como así hijo
1271,1271,,Mañana
1272,1272,,Te felicito mi amor
1273,1273,,nan
1274,1274,,Claro que si es lógico que si
1275,1275,,Que bendición claro que sí eres un bendecido y repilo
1276,1276,,"Claro que sí hijo mi papá tenía muchos problemas. no dormía y se sentía agotado. era irritable, gruñon y amargado. siempre estaba enfermo, hasta que un día, de pronto, él cambió. tuación estaba igual, pero él era distinto. o día, mi mamá le dijo: r, llevo tres meses buscando empleo y no he encontrado nada, voy a tomarme un té con mis amigas. pá le contestó: á bien. rmano le dijo: á, voy mal en todas las materias de la universidad... pá le contestó: á bien, ya te recuperarás, y si no lo haces, pues repites el semestre, pero tú pagas la matrícula. rmana le dijo: á, choqué el carro. pá le contestó: á bien hija, llévalo al taller, busca cómo pagar y mientras lo arreglan, movilízate en autobús o en el metro. era le dijo: gro, vengo a pasar unos meses con ustedes. pá le contestó: á bien, acomódate en el sillón de la sala y busca unas cobijas en el clóset. en casa de mi papá nos reunimos preocupados al ver estas reacciones. chábamos que hubiese ido al médico y que le recetara unas pastillas de *” no me importa de 1000 mg""* amente también estaría ingiriendo una sobredosis. simos entonces hacerle una *""intervención""* a mi papá para alejarlo de cualquier posible adicción que tuviera hacia algún medicamento *anti-berrinches* cuál no fue la sorpresa, cuando todos nos reunimos en torno a él y mi papá nos explicó: tomó mucho tiempo darme cuenta de que cada quien es responsable de su vida, me tomó años descubrir que mi angustia, mi mortificación, mi depresión, mi coraje, mi insomnio y mi estrés, no resolvían sus problemas sino que agravaban los míos.* o soy responsable de las acciones de los demás, pero sí soy responsable de las reacciones que yo exprese ante eso. o tanto, llegué a la conclusión de que mi deber para conmigo mismo, es mantener la calma y dejar que cada quien resuelva lo que le corresponde. s fuerzas e hecho de todo y le he pedido  dios pero concluyó que : e yo sólo puedo tener injerencia sobre mí mismo, ustedes tienen todos los recursos necesarios para resolver sus propias vidas. lo podré darles mi consejo si acaso me lo piden y, de ustedes depende seguirlo o no. que, de hoy en adelante, yo dejo de ser: el receptáculo de sus responsabilidades, el costal de sus culpas, el lavandero de sus remordimientos, el abogado de sus faltas, el muro de sus lamentos, el depositario de sus deberes, quien resuelve sus problemas ó su llanta de repuesto para cumplir sus responsabilidades.* rtir de ahora, los declaro a todos adultos independientes y autosuficientes.* en casa de mi papá se quedaron mudos. ese día la familia comenzó a funcionar mejor, porque todos en la casa saben exactamente lo que les corresponde hacer. : n hombre feliz!!!* itelo a tus amigos (hermanos, tíos, hijos compañeros) y, a esas maravillosas mujeres que guardas como amigas (madres, hermanas, hijas, trabajadoras) ....muy buen mensaje ...se aplica a todas las familias. pulzo: top 4 de la comida chatarra (en la calle y con bacterias) que consumen universitarios. cita odontológica mañana jueves 19 a las 3pm hijo"
1277,1277,,Dime
1278,1278,,Si a las 3 no ti hermano tiene cita la próxima semana ya te vas
1279,1279,,En uber vuela y para devolverte llamas otro uber
1280,1280,,Cuando hay que pagar?? excelente
1281,1281,,nan
1282,1282,,No toca el 27
1283,1283,,No horror
1284,1284,,Ya llegaste??
1285,1285,,Y?? gaste poner anestesia
1286,1286,,Dime que pasó ??
1287,1287,,Juan y que dice que hacemos ??
1288,1288,,Nooooo y que solución hay??
1289,1289,,Claro dile si y cuánto cuesta ??
1290,1290,,Y cuando te haría lo de los dientes?? que??? no puede ser
1291,1291,,De una
1292,1292,,Pídela de una vez
1293,1293,,Ni modos hay q pagarla si
1294,1294,,Hijo pide la cita de una
1295,1295,,Ok pero estas donde el doctor ??
1296,1296,,Y entonces x q no puedes la cita de una
1297,1297,,No lo pienses hijo
1298,1298,,Son tus dientes siiiiii
1299,1299,,Pero cuando hay q pagarlos
1300,1300,,Ok pídela la cita para la reconstrucción y yo hablo pm el lo de la placa ok y pide un uber para la casa
1301,1301,,De una
1302,1302,,Claro antes de entrar as la u
1303,1303,,Acuerdate que generalitat se acaba la no jodas
1304,1304,,nan
1305,1305,,Cnn: aumentan los casos de personas enfermadas por parásitos vinculados con ensaladas de mcdonald's.
1306,1306,,Doña macdonald
1307,1307,,Ya casi voy hijo
1308,1308,,Tu tía te va a llevar uya la llamo ok y te confirmo
1309,1309,,nan
1310,1310,,Hijo espera a tu tía ya va a salir de santa te aguantas??? oye
1311,1311,,nan
1312,1312,,"Juanes estamos preocupados en que te vienes y está lloviendo es tarde hijo ven pronto noticias caracol: jóvenes, a cuidarse de estos errores financieros para que no haya ‘fuga’ de dinero | noticias caracol."
1313,1313,,Ok ven pronto x favor cuídate
1314,1314,,Ok espera ya te confirmo
1315,1315,,Ya se fue sandra ni modos
1316,1316,,nan
1317,1317,,Tu tía te va a llevar llámala ya
1318,1318,,Portafolio.co: duque creará una exención de impuestos para jóvenes emprendedores. //www.portafolio.co/negocios/emprendimiento/duque-creara-una-exencion-de-impuestos-para-jovenes-emprendedores-519504 la república: conozca cuáles son los bancos con la tasa más cercana a la usura. ://www.larepublica.co/finanzas/conozca-cuales-son-los-bancos-con-la-tasa-mas-cercana-a-la-usura-2754146
1319,1319,,nan
1320,1320,,Ok me estás contando no te demores ok
1321,1321,,Cuídate hijo
1322,1322,,nan
1323,1323,,Hijito compra pídelo perdona
1324,1324,,He estado tan ocupada perdón hijo
1325,1325,,Diariobitcoin: emprendedores colombianos crean plataforma para comerciar productos y servicios con bitcoin.
1326,1326,,Juanes soy laura tu mamá dejo el teléfono y solo hay arroz
1327,1327,,La república: “el 10% del pib mundial se almacenará en tecnología blockchain en 2027”. ://www.larepublica.co/empresas/el-10-del-pib-mundial-se-almacenara-en-tecnologia-blockchain-en-2027-2756196 juanesito hola a qué horas vuenes
1328,1328,,nan
1329,1329,,nan
1330,1330,,Ok
1331,1331,,Ok avísame
1332,1332,,Bueno. juanes entonces
1333,1333,,En dónde hijo ? cuidado del celular
1334,1334,,No mi vida si hijo perdona
1335,1335,,"Arroz arvejas, hamburguesas y tomate"
1336,1336,,Xw
1337,1337,,Xq??
1338,1338,,A dónde??
1339,1339,,No a la clase de baile vas. ir a almorzar o no te gusta??
1340,1340,,Listo mi vida
1341,1341,,nan
1342,1342,,Hijo toma un uber
1343,1343,,Yo te voy a llevar en adelante
1344,1344,,nan
1345,1345,,Hijo toma un uber y guarda el celular
1346,1346,,nan
1347,1347,,nan
1348,1348,,Dios te acompañe
1349,1349,,Si
1350,1350,,Si
1351,1351,,Hijo vienes a almorzar??
1352,1352,,Y el almuerzo??
1353,1353,,Chatarra?? ok a que horas vienes??
1354,1354,,Ok rt en español - noticias internacionales: los peligros para la salud del picoteo antes de dormir.
1355,1355,,Noticias caracol: ¿cómo afecta bañarse en una piscina donde se orinaron? | noticias caracol.
1356,1356,,nan
1357,1357,,Por la tarde hijo pero dijiste que tenías clase hasta las 6
1358,1358,,Dime
1359,1359,,Hello
1360,1360,,A las 11 ??
1361,1361,,Yo creo que si no te preocupes
1362,1362,,Corro
1363,1363,,Y almuerzo??
1364,1364,,nan
1365,1365,,nan
1366,1366,,Te recojo más tarde??
1367,1367,,nan
1368,1368,,W radio: los cinco beneficios para la salud del sushi.
1369,1369,,Y como la compras?? dale perfecto
1370,1370,,Tú tien s los datos comprala
1371,1371,,De una
1372,1372,,Me cuentas cuídate
1373,1373,,"Excuse perfecta pulzo: ¿le robaron el celular? así podría rescatarlo entre estos 457 recuperados en bogotá. mira a fígaro blu radio: ¿le robaron el celular en bogotá? esta puede ser la oportunidad para recuperarlo | blu radio. no juzguéis, y no seréis juzgados; no condenéis, y no seréis condenados; perdonad, y seréis perdonados. 6:37"
1374,1374,,Mira juanes
1375,1375,,nan
1376,1376,,"W radio: investigadores ofrecen 300 dólares por comer aguacates todos los días durante seis meses. m.portafolio.co: prepárese para contratar a los jóvenes de la generación z. //m.portafolio.co/economia/preparese-para-contratar-a-los-jovenes-de-la-generacion-z-520680 hijo te suplico te tomes 20 minutos para escuchar vos sabiduría de esta predicción, sobre la provisión de dios que tú sabes manejar excelente por favor oyela y me comentas predicación juanes cuál te gusta!? hola aquí"
1377,1377,,nan
1378,1378,,En xs
1379,1379,,Roja??? so
1380,1380,,Que color y la roja??
1381,1381,,"De cuál?? ahora, pues, ninguna condenación hay para los que están en cristo jesús, los que no andan conforme a la carne, sino conforme al espíritu. os 8:1 juanesito a qué horas vienes ??"
1382,1382,,Ok hijo te espero
1383,1383,,Si hijo te lo dejé listo puedes ir yo sali no estoy en el apto el tiempo: accidente en el norte sume en una tragedia a tres familias. velocidad de un muchacho joven de 18 años mayo a 3 personas te pone a pensar en algo de responsabilidad ?? caracol radio: la tragedia detrás del accidente de la autopista norte en bogotá.
1384,1384,,Estás en el apto??
1385,1385,,En gm
1386,1386,,Me llamaron por la liquidación
1387,1387,,Almorzaste??
1388,1388,,No sé
1389,1389,,Tarde
1390,1390,,Vamos a pagar la casa
1391,1391,,No mi vida no me han dado los cheques va uno direccióno bbva
1392,1392,,nan
1393,1393,,Feliz cumpleaños en el cielo channy. te extraño! si hoy me acordé
1394,1394,,Hijo muéstrame al dr pacho la consignación cuídate y el almuerzo??
1395,1395,,Ok le muestras la consignación x favor
1396,1396,,Son 500 minutos
1397,1397,,Donde estas???
1398,1398,,Te recojo ?
1399,1399,,Bulevar saliendo oye
1400,1400,,De dónde?? juanesito de metrópolis?? ooye
1401,1401,,Ok donde estás?
1402,1402,,Ya llegaste?? perfecto
1403,1403,,Guerda celular
1404,1404,,Dinero: ¿habrá un colapso mundial de internet en octubre?.
